"name","orig_id","streetAddress","state","location"
"FULTON CHECK CASHING","APH224877","162 60th St","NJ","40.786483,-74.010737"
"WALGREENS #5333","APH284068","3333 Park Ave","NJ","40.770181,-74.024312"
"CHALLENGER CHECK CASHING","ANY192954","407 Utica Ave","NY","40.66458,-73.93153"
"PRESTA PAWN SHOP INC.","APH337012","497 West Side Avenue","NJ","40.717989,-74.084029"
"PEERLESS STORES","ANY011509","5601 Bergenline Ave","NJ","40.786525,-74.018308"
"B & H CHECK CASHING","ANY705073","668 Seneca Ave","NY","40.703174,-73.908654"
"DUANE READE #14181","ANY205012","4 Amsterdam Ave","NY","40.770671,-73.987734"
"PAY-O-MATIC #113","ANY003876","508 Clarkson Ave","NY","40.65585,-73.94261"
"DUANE READE #14145","ANY218663","1191 2nd Ave","NY","40.76292,-73.96265"
"WALGREENS #15097","ANY209247","589 Prospect Ave","NY","40.65655,-73.97799"
"PAY-O-MATIC #129","ANY004053","1640 Broadway","NY","40.684645,-73.913958"
"PLS CHECK CASHERS CC940","ANY196365","1008 Flatbush Ave","NY","40.646747,-73.958302"
"FRIENDLY CHECK CASHING #21","APH225119","2901 B New York Ave","NJ","40.7703,-74.029567"
"RITE AID #3978","ANY031398","1679 Bedford Ave","NY","40.665167,-73.956925"
"FULTON DRUGS INC","ANY189864","1548 Fulton St","NY","40.6798,-73.93896"
"LATINO EXPRESS","APH293374","165 62nd St","NJ","40.788618,-74.009167"
"7-ELEVEN #35647","ANY186773","1160 1st Ave","NY","40.76247,-73.95991"
"A-TOWN PHARMACY","ANY932705","3919 4th Avenue","NY","40.652024,-74.006364"
"DAVIDS CHECK CASHING DCC #07","ANY190424","493 Amsterdam Ave","NY","40.785584,-73.976775"
"DUANE READE #14386","ANY218872","425 Main St Frnt 1","NY","40.75907,-73.95357"
"DOLLAR GENERAL #12107","APH323745","2010 Kennedy Blvd","NJ","40.768113,-74.040406"
"DUANE READE #14389","ANY204714","1889 Broadway","NY","40.77126,-73.98226"
"MISHKIN PHARMACY","ANY931199","1127 Broadway","NY","40.693609,-73.929271"
"PAY-O-MATIC #146","ANY140012","263 Saratoga Ave","NY","40.67697,-73.91644"
"7-ELEVEN #35823","ANY183802","1239 2nd Ave","NY","40.76436,-73.961876"
"CFSC - CHECKS CASHED #88","ANY207377","3188 21st St","NY","40.765625,-73.931625"
"DUANE READE #14470","ANY219071","1111 3rd Ave Fl 1","NY","40.765481,-73.963373"
"UNION CITY NEWS","APH336396","3202 Bergenline Ave","NJ","40.772157,-74.029082"
"CFSC - CHECKS CASHED #73","ANY168447","167 E 87th St","NY","40.77988,-73.95439"
"QUICK MART FOOD STORE EK INC","APH296773","2229 Kennedy Blvd","NJ","40.769638,-74.039286"
"PAY-O-MATIC #401","ANY004129","3008 Broadway","NY","40.762051,-73.925926"
"7-ELEVEN #38521","APH334426","3229 Bergenline Ave","NJ","40.773072,-74.028947"
"CFSC - CHECKS CASHED #40","ANY190776","1014 Cortelyou Rd","NY","40.63944,-73.96836"
"WALGREENS #19994","ANY232885","1040 Saint John's Place","NY","40.671126,-73.943617"
"MIAMIGA INC.","ANY233325","6215 8th Ave","NY","40.634019,-74.011098"
"PAY-O-MATIC #120","ANY235646","706 Ralph Ave","NY","40.6656,-73.92238"
"7-ELEVEN #33574","ANY119322","3131 Thomson Ave","NY","40.745199,-73.934135"
"PLS CHECK CASHERS CC930","ANY190347","6901 4th Ave","NY","40.63448,-74.02358"
"DANNY'S PHARMACY II","ANY929154","110 W End Ave","NY","40.775016,-73.987977"
"PAY-O-MATIC #103","ANY003777","160 Rockaway Ave","NY","40.67772,-73.91079"
"CARVER BANK - CROWN HGTS BR","ANY162485","1009 Nostrand Ave","NY","40.66375,-73.95094"
"CARVER BANK - KINGS COUNTRY","ANY177874","1009 Nostrand Ave","NY","40.66375,-73.95094"
"MET FOOD","ANY095967","1086 Brooklyn Ave","NY","40.647401,-73.943727"
"TOLEDO DRUGS","APH209104","3808 Bergenline Ave","NJ","40.775471,-74.026409"
"URBAN UPBOUND FEDERAL CREDIT U","ANY931429","1303 B 40th Ave","NY","40.755557,-73.941873"
"7-ELEVEN #39406","APH235723","3900 Bergenline Ave","NJ","40.775835,-74.026131"
"PAY-O-MATIC #127","ANY004031","1569 Pitkin Ave","NY","40.669121,-73.915616"
"WALGREENS #18204","ANY232061","355 Knickerbocker Ave","NY","40.700786,-73.921683"
"WALGREENS #12442","APH286729","3508 John F Kennedy Blvd.","NJ","40.775267,-74.03026"
"BALADY FOODS","ANY152903","7128 5th Ave","NY","40.63196,-74.02161"
"C-TOWN SUPERMARKET","ANY074056","72-80 Wyckoff Avenue","NY","40.704616,-73.920413"
"MERCHAN BOY MULTI SERVICE","ANY195133","776 Lenox Rd","NY","40.65414,-73.93065"
"WALGREENS #1214","ANY197959","1328 2nd Ave","NY","40.76781,-73.95909"
"PAY-O-MATIC #414","ANY004273","5814 Roosevelt Ave","NY","40.745144,-73.906066"
"FULTON CHECK CASHING","APH224866","6813 Bergenline Ave","NJ","40.795399,-74.011718"
"440 LIQUORS","APH153003","684 State Rt 440","NJ","40.72032,-74.092751"
"SHIPRITE","ANY102139","7304 5th Ave","NY","40.63085,-74.02208"
"CFSC - CHECKS CASHED #83","ANY207508","6633 Grand Ave","NY","40.724836,-73.897772"
"1267 GAS CORP","ANY930572","1267 Flatbush Ave","NY","40.6394,-73.95455"
"PARK & SHIP CENTER","APH305398","406 43rd St","NJ","40.777918,-74.023642"
"UNITED CHECK CASHING","APH310073","212 Ocean Avenue","NJ","40.695368,-74.090707"
"RITE AID #4885","ANY034182","210-20 Amsterdam Ave","NY","40.777147,-73.98304"
"PAY-O-MATIC #406","ANY235701","5654 Myrtle Ave","NY","40.700612,-73.897162"
"PAY-O-MATIC #402","ANY004141","3014 31st St","NY","40.766601,-73.921925"
"PAY-O-MATIC #413","ANY235723","6029 Myrtle Ave","NY","40.700598,-73.897074"
"PLS CHECK CASHERS CC938","ANY197245","1838 Nostrand Ave","NY","40.64134,-73.94854"
"CFSC - CHECKS CASHED #41","ANY154367","1503 Newkirk Ave","NY","40.63563,-73.96309"
"TREASURES STORE CORP.","APH333700","120 48th Street","NJ","40.779339,-74.016824"
"DUANE READE #14184","ANY204769","724 Flatbush Ave","NY","40.65546,-73.95983"
"GOODWILL PHARMACY","APH306751","4313 Bergenline Ave","NJ","40.778475,-74.024318"
"INTERSOL","ANY147152","6016 Roosevelt Ave","NY","40.745409,-73.903873"
"DUANE READE #14398","ANY205342","1352 1st Ave Frnt 1","NY","40.7682,-73.95571"
"IQBAL SHACK","ANY165608","5113 Church Ave","NY","40.65208,-73.92886"
"SIMATEL","APH248626","7115 Bergenline Ave","NJ","40.797154,-74.010303"
"FAMILY PHARMACY","ANY234403","440 Rockway Ave","NY","40.66916,-73.91059"
"INSERRA SHOPRITE - COLUMBIA PA","APH338123","Rk3147 Kennedy Blvd","NJ","40.7766,-74.035291"
"CFSC - CHECKS CASHED #65","ANY168481","1869 2nd Ave","NY","40.78452,-73.94689"
"CFSC - CHECKS CASHED #17","ANY150198","4229 18th Ave","NY","40.63136,-73.97583"
"WALGREENS #11141","ANY199928","1366 Broadway","NY","40.689425,-73.922148"
"ACME #1856","APH329158","19 21 Ave At Port Imperial","NJ","40.78042,-74.010056"
"DAVIDS CHECK CASHING DCC #05","ANY118749","460 Rockaway Ave","NY","40.66873,-73.91048"
"AZE PHARMACY","ANY929912","4519 7th Ave","NY","40.64484,-74.00341"
"DUANE READE #14432","ANY204198","5008 5th Ave","NY","40.64488,-74.01054"
"DAVIDS CHECK CASHING DDC #12","ANY190446","728 Amsterdam Ave","NY","40.79374,-73.9706"
"KINGSTON CHECK CASHING #1","ANY161473","433 Kingston Ave","NY","40.66424,-73.94268"
"FARMACIA LATINA CORP.","APH333162","216 48th St","NJ","40.7804,-74.019077"
"DEVELOPERS NETWORK #1","APH293242","4525 Bergenline Ave","NJ","40.779958,-74.023143"
"ACME #1092","APH329444","321 State Rt 440","NJ","40.72204,-74.095494"
"EZ WORLDWIDE TRANSFER INC","ANY930659","1055 Coney Island Ave","NY","40.632112,-73.96672"
"CFSC - CHECKS CASHED #82","ANY207498","382 Mother Gaston Blvd","NY","40.66977,-73.9069"
"KEY FOOD SUPERMARKET","ANY134314","4215 30th Ave","NY","40.762996,-73.912757"
"RITE AID #00543","ANY149594","5224 5th Ave","NY","40.643538,-74.012079"
"UNIBEN LLC","ANY154444","3418 Northern Blvd Rm B2","NY","40.751865,-73.930235"
"ATLAS TRAVEL GROUP","ANY066026","5303 5th Ave","NY","40.64328,-74.0122"
"FAGA STAR INTERNATIONAL","ANY057644","194 Wyckoff Ave","NY","40.70176,-73.91511"
"CFSC - CHECKS CASHED #7","ANY139881","6218 New Utrecht Ave","NY","40.62565,-73.99711"
"DUANE READE #14292","ANY219291","1091 Lexington Ave","NY","40.77346,-73.95999"
"NODELAYS TAX MULTI SERVICES","ANY931133","659 Rogers Ave","NY","40.655443,-73.952987"
"PAY-O-MATIC #427","ANY155423","6820 Queens Blvd","NY","40.739979,-73.896133"
"UNITED CHECK CASHING","APH250276","93 Plaza Ctr","NJ","40.791386,-74.057181"
"MMR CHECK CASHING","ANY218564","5410 Flushing Ave","NY","40.715098,-73.913222"
"CARVER BANK - FLATBUSH AVE BR","ANY162496","833 Flatbush Ave","NY","40.65195,-73.95911"
"7-ELEVEN #39542","APH248374","4912 Bergenline Ave","NJ","40.782488,-74.020786"
"7-ELEVEN #35495","ANY168425","4202 Queens Blvd","NY","40.743155,-73.921837"
"PAY-O-MATIC #144","ANY147712","1756 Bushwick Ave","NY","40.6786,-73.89859"
"ASSOCIATED SUPERMARKET","ANY210775","4407 Greenpoint Ave","NY","40.741584,-73.920621"
"EASY CASH CORP","ANY145073","2312 36th Ave","NY","40.758835,-73.934896"
"WALGREENS #19708","APH311403","395 Danforth Ave","NJ","40.70482,-74.098895"
"CFSC - CHECKS CASHED #12","ANY144478","2559 Steinway St","NY","40.766418,-73.912586"
"CFSC - CHECKS CASHED #69","ANY168546","1629 Lexington Ave","NY","40.79012,-73.94783"
"FACC CORPORATION","APH333294","436 51st St","NJ","40.783224,-74.019985"
"SYNTELEX INC","ANY934071","871 Flatbush Ave","NY","40.650895,-73.958572"
"WU SERVICES","ANY235471","725 Rogers Ave","NY","40.65363,-73.95278"
"ACTION CHECK CASHING #3","ANY410821","9716 Church Ave","NY","40.65651,-73.91419"
"PAY-O-MATIC #108","ANY003832","254 Livonia Ave","NY","40.662358,-73.908345"
"A ULTRA VIDEO","ANY208268","2522 Steinway St","NY","40.767515,-73.912235"
"APOLLO BROKERAGE INC","ANY930451","2910 36th Ave","NY","40.757303,-73.931272"
"OCEAN PARKWAY PHARMACY INC","ANY930879","531 Church Ave","NY","40.644709,-73.974896"
"DUANE READE #14236","ANY204637","1524 2nd Ave","NY","40.77347,-73.954617"
"LIFE CARE PHARMACY INC","ANY242411","1337 Nostrand Ave","NY","40.65439,-73.949957"
"RITE AID #4858","ANY030353","4612 Greenpoint Ave","NY","40.742143,-73.918818"
"CFSC - CHECKS CASHED #67","ANY168524","2033 2nd Ave","NY","40.78967,-73.94313"
"MARIN PHARMACY","APH208422","5222 Bergenline Ave","NJ","40.78442,-74.019326"
"RITE AID #4215","ANY029199","1535 2nd Ave","NY","40.773964,-73.954955"
"RITE AID #4246","ANY031419","892-908 Flatbush Avenue","NY","40.649788,-73.958684"
"DUANE READE #14232","ANY204626","1498 York Ave","NY","40.77171,-73.95021"
"CHECK CHANGERS OF NY #2","ANY225384","8317 5th Ave","NY","40.623073,-74.025205"
"DUANE READE #14165","ANY218795","380 Amsterdam Ave Frnt 2","NY","40.78257,-73.97876"
"WALGREENS #11806","ANY200204","114 Beverley Rd","NY","40.642845,-73.978824"
"CHECK CHANGERS OF NY # 5","ANY201382","348 Liberty Ave","NY","40.674137,-73.897113"
"RITE AID #4893","ANY027999","1950 Fulton St","NY","40.67881,-73.92071"
"BARIANYORK GROCERY CORP","ANY932761","2049 Himrod St","NY","40.710638,-73.909643"
"WALGREENS #6253","APH284255","1561 John F Kennedy Blvd","NJ","40.695819,-74.099806"
"WALGREENS #17681","ANY231301","45-02 43rd Ave","NY","40.744871,-73.919234"
"TERRENCE T LAPIERRE MULTI SVC","ANY022466","5012 Avenue D","NY","40.642142,-73.928976"
"ASTORIA CONVENIENCE STORE INC","ANY933047","3317 36th Ave","NY","40.75571,-73.92741"
"RITE AID #1947","ANY031222","960 Halsey St","NY","40.68576,-73.91571"
"DUANE READE #14314","ANY219312","5411 Myrtle Ave","NY","40.699649,-73.910471"
"PAY-O-MATIC #311","ANY004811","926 Columbus Ave","NY","40.79886,-73.96316"
"PLS CHECK CASHERS CC918","ANY146645","41 Victory Blvd","NY","40.63793,-74.076949"
"AMIN STATIONERY","APH310215","5511 Bergenline Ave","NJ","40.786006,-74.018707"
"7-ELEVEN #36091","ANY194671","547 Coney Island Ave","NY","40.64396,-73.97014"
"PAY-O-MATIC #418","ANY140177","6907 Northern Blvd","NY","40.754663,-73.897144"
"7-ELEVEN #33579","ANY119498","1453 3rd Ave","NY","40.77636,-73.95578"
"RITE AID #4269","ANY031453","6201-23 Fourth Avenue","NY","40.639364,-74.01962"
"A&P LOTTERY STORE","ANY234436","7302 37th Ave","NY","40.748726,-73.892654"
"DAVIDS CHECK CASHING DCC #13","ANY118815","581 Sutter Ave","NY","40.66905,-73.89745"
"LUCKY DELI AND GROCERY","APH270900","6001 Hudson Ave","NJ","40.787263,-74.012608"
"DOLLAR GENERAL #19234","ANY240783","1815 Gates Ave","NY","40.703737,-73.9082"
"DAVIDS MONEY CENTERS BX #03","ANY144852","2305 31st St","NY","40.77408,-73.912845"
"ASLI SONA APPLIANCES","ANY221797","3724-26 74th St","NY","40.748186,-73.89172"
"7-ELEVEN #32884","ANY104207","301 65th St","NY","40.63908,-74.02316"
"WALGREENS #18372","APH311052","5706 Bergenline Ave","NJ","40.787141,-74.017273"
"RITE AID #4679","ANY031529","2819 Church Ave","NY","40.65076,-73.95062"
"MINT CHECK CASHING","APH168326","1 Hackensack Ave","NJ","40.728881,-74.102644"
"NEW TREND PHARMACY","ANY012313","3401 Avenue H","NY","40.6319,-73.9434"
"STORE # NJ07","APH339409","1 Hackensack Ave","NJ","40.72875,-74.102757"
"DUANE READE #14415","ANY205319","1235 Lexington Ave Frnt 1","NY","40.777988,-73.956443"
"WALGREENS #1180","ANY197948","3355 Crescent St","NY","40.761317,-73.930101"
"WALGREENS #10941","ANY199852","3000 Church Ave","NY","40.65082,-73.94923"
"7-ELEVEN #35294","APH289216","6215 Park Ave","NJ","40.788333,-74.007175"
"RITE AID #10605","ANY129936","583 Grandview Ave","NY","40.708764,-73.906016"
"STOP & SHOP #506","ANY014919","1009 Flatbush Ave","NY","40.646652,-73.956885"
"FERRICK SERVICES","ANY002073","435 60th St","NJ","40.788295,-74.015762"
"7-ELEVEN #33616","ANY121257","1594 York Ave","NY","40.77471,-73.94801"
"CFSC - CHECKS CASHED #72","ANY168502","1316 5th Ave","NY","40.79735,-73.94889"
"WALGREENS #11905","ANY200282","5802 Metropolitan Ave","NY","40.712522,-73.905533"
"WALGREENS #17190","ANY231961","6654 Fresh Pond Rd","NY","40.712422,-73.90553"
"PLS CHECK CASHERS CC905","ANY235383","7622 Roosevelt Ave","NY","40.746982,-73.888772"
"RITE AID #10600","ANY129761","5015 Roosevelt Ave","NY","40.744143,-73.914233"
"CFSC - CHECKS CASHED #68","ANY168535","152 E 111th St","NY","40.79577,-73.9437"
"AA PHARMACY","ANY234371","849 57th St Ste 1","NY","40.636385,-74.006433"
"RITE AID #149","APH050328","1097 Broadway","NJ","40.685694,-74.100196"
"7-ELEVEN #34182","APH220707","6004 Bergenline Ave","NJ","40.78892,-74.015943"
"MOISHES PHARMACY CORP","ANY928812","4508 13th Ave","NY","40.637209,-73.989826"
"METRO CONVENIENCE INC","ANY166225","4904 Skillman Ave","NY","40.746131,-73.915013"
"WALGREENS #17802","ANY232171","506-528 Utica Ave","NY","40.660971,-73.93158"
"RITE AID #4873","ANY030023","5560 Myrtle Ave","NY","40.700073,-73.906198"
"DRUG MART PHARMACY","ANY223304","4914 New Utrecht Ave","NY","40.636297,-73.995044"
"SHIV CONVENIENCE LLC","APH346373","1614 51st Street","NJ","40.78752,-74.03"
"WALGREENS #15368","APH293978","1080 Broadway","NJ","40.68477,-74.100564"
"RITE AID #10568","ANY128386","2125 Broadway","NY","40.764659,-73.930614"
"DUANE READE #14242","ANY205045","401 E 86th St","NY","40.77696,-73.949068"
"7-ELEVEN #35764","ANY188995","6031 Metropolitan Ave","NY","40.713013,-73.903942"
"POWER TECH SHELL GAS","ANY165202","1 Cortelyou Rd","NY","40.63785,-73.97924"
"BAYONNE NEWS","APH291822","566 Avenue C","NJ","40.66677,-74.11891"
"CFSC - CHECKS CASHED #8","ANY139892","7011 18th Ave","NY","40.616,-73.99334"
"RITE AID #10569","ANY129057","3214 31st St","NY","40.761442,-73.925864"
"CHECK CHANGERS OF NY #4","ANY201393","615 Livonia Ave","NY","40.66469,-73.89446"
"PAY-O-MATIC #143","ANY139979","1532 Utica Ave","NY","40.634926,-73.928857"
"HARJOE VAM CHECK CASH","ANY832825","2930 Atlantic Ave","NY","40.67746,-73.88625"
"FINE CARE PHARMACY","ANY233897","4723 13th Ave","NY","40.635575,-73.991281"
"KMART #4731","ANY234238","2307 Beverley Rd","NY","40.644782,-73.955371"
"7-ELEVEN #35670","ANY182669","1683 1st Ave","NY","40.77772,-73.94875"
"RITE AID #4865","ANY034027","3287 Steinway St","NY","40.756626,-73.920701"
"DUANE READE #14277","ANY206200","1517 Cortelyou Rd","NY","40.64156,-73.96363"
"CFSC - CHECKS CASHED NJ#4","APH290931","3 Anderson Ave","NJ","40.810538,-74.000789"
"FOOD UNIVERSE MARKET PLACE","ANY936875","1038 Rutland Rd","NY","40.664038,-73.925114"
"MULTISERVICES ENTERPRISE","ANY193494","4013 81st St","NY","40.747326,-73.884683"
"PYRAMIDS RX","ANY238463","6806 4th Ave","NY","40.635111,-74.023444"
"ACTION CHECK CASHING #5","ANY410744","8136 Baxter Ave","NY","40.746053,-73.883522"
"DUANE READE #14191","ANY206442","1231 Madison Ave","NY","40.782553,-73.957398"
"HINA DRUGS","ANY097398","4 Sutter Ave","NY","40.66529,-73.92277"
"DAVIDS CHECK CASHING DCC #00","ANY118695","89 E 116th St","NY","40.79961,-73.94395"
"CFSC - CHECKS CASHED #66","ANY168513","2254 1st Ave","NY","40.79586,-73.9355"
"STOP & SHOP #510","ANY006473","3451 Northern Blvd","NY","40.751802,-73.915041"
"SUNRISE INC","ANY226055","1534 Eastern Pkwy","NY","40.670507,-73.917349"
"RITE AID #3879","ANY031354","6900 4th Ave","NY","40.63445,-74.02359"
"DUANE READE #14423","ANY204099","3506 Broadway","NY","40.7603,-73.921857"
"R S AND K T ENTERPRISES LLC","APH339069","1224 Kennedy Blvd 2nd Floor","NJ","40.688936,-74.106088"
"RITE AID #3883","ANY031365","5102 13th Ave","NY","40.63378,-73.99343"
"QUIK DRUGS PHARMACY","APH339355","40 Meadowlands Pkwy Ste 3","NJ","40.78526,-74.04951"
"NSA SUPERMARKET/KARI MEAT","ANY165224","2220 Atlantic Ave","NY","40.67635,-73.91209"
"RITE AID #3864","ANY031321","4102 Church Ave","NY","40.65134,-73.93839"
"WALGREENS #5343","APH284079","6012 Kennedy Blvd W","NJ","40.792001,-74.020994"
"NICE COMMUNICATIONS","ANY149901","422 New Lots Ave","NY","40.66231,-73.892"
"LUCY MULTISERVICES 2","APH295738","7010 Park Ave","NJ","40.792889,-74.002794"
"DOLLAR GENERAL #19212","ANY240541","112 E 98th St #126","NY","40.66397,-73.921897"
"CELL PHONE CLUB INC","ANY229256","6919 5th Ave","NY","40.633302,-74.021079"
"PAY-O-MATIC #134","ANY004107","1638 Coney Island Ave","NY","40.61751,-73.96379"
"7-ELEVEN #35522","ANY168997","600 Columbus Ave","NY","40.788696,-73.970987"
"DITMAS PHARMACY","ANY105374","509 Ditmas Ave","NY","40.636176,-73.973651"
"SHERMAN PHARMACY 2 INC","ANY222721","5810 Myrtle Ave","NY","40.700499,-73.901034"
"LUPITAS TRAVEL","ANY019705","824 Coney Island Ave","NY","40.637353,-73.968449"
"RITE AID #10574","ANY130332","7118 3rd Ave","NY","40.63371,-74.02687"
"DAVIDS CHECK CASHING DCC #15","ANY118837","3137 Fulton St","NY","40.681853,-73.879332"
"WALGREENS #19959","ANY230904","58-01 Queens Blvd","NY","40.74228,-73.906803"
"DUANE READE #14209","ANY206606","609 Columbus Ave Frnt 1","NY","40.78893,-73.97042"
"TEZ PHARMACY","ANY928944","834 Coney Island Ave","NY","40.637159,-73.96818"
"COMPUCARE TEAM INC","ANY929044","169 E 92nd St","NY","40.783012,-73.951658"
"WALGREENS #11774","APH286532","7401 River Rd","NJ","40.794161,-73.997732"
"SUNRISE PHARMACY","ANY241894","6725 Bay Pkwy","NY","40.612132,-73.983219"
"PAY-O-MATIC #315","ANY004844","2351 2nd Ave","NY","40.79991,-73.93564"
"RAM JAN OIL DBA AMOCO GAS CORP","ANY002600","2111 Atlantic Ave","NY","40.676517,-73.909321"
"JBE MULTI SERVICES","ANY241872","3202 Church Ave","NY","40.64054,-73.955141"
"USMAN INC","ANY225317","3001 Clarendon Rd","NY","40.643253,-73.948589"
"RITE AID #10579","ANY130112","6423 Fort Hamilton Pkwy","NY","40.630736,-74.008631"
"DUANE READE #14327","ANY218696","1675 3rd Ave Frnt 1","NY","40.783404,-73.950331"
"BIG SIX PHARMACY","ANY217903","6110 Queens Blvd","NY","40.740981,-73.903787"
"7-ELEVEN #35314","ANY167194","5092 Northern Blvd","NY","40.752762,-73.910722"
"DUANE READE #14508","ANY225373","4714 16th Ave","NY","40.631775,-73.984724"
"WALGREENS #19615","ANY230728","47-07 Broadway","NY","40.756292,-73.913246"
"FULTON CHECK CASHING","APH153663","6813 Bergenline Ave","NJ","40.795341,-74.01172"
"CHALLENGER CHECK CASHING #2","ANY098355","1772 Ralph Ave Ste B","NY","40.63333,-73.91874"
"RITE AID #4738","ANY031574","1631-43 Pitkin Avenue","NY","40.669426,-73.912824"
"PLS CHECK CASHERS CC964","ANY928548","241 Rockaway Pkwy","NY","40.661423,-73.920143"
"RITE AID #3627","ANY031255","1154 Clarkson Ave","NY","40.6608,-73.9206"
"7-ELEVEN #34439","ANY156282","5901 Roosevelt Ave","NY","40.74554,-73.905208"
"WALGREENS #17876","ANY232588","6036 Myrtle Ave","NY","40.700523,-73.897396"
"SUNRISE CONVENIENCE STORE","APH294067","6905 Bergenline Ave","NJ","40.795906,-74.011352"
"PAY-O-MATIC #407","ANY235712","3774 90th St","NY","40.748558,-73.87676"
"PLS CHECK CASHERS CC967","ANY933058","8001 Flatlands Ave","NY","40.635784,-73.913268"
"695 COLUMBUS STATIONARY","ANY099224","695 Columbus Ave","NY","40.791182,-73.968355"
"DAVIDS MONEY CENTER E NY #01","ANY036568","752 New Lots Ave","NY","40.66631,-73.88279"
"PLS CHECK CASHERS CC963","ANY928582","1446 Nostrand Ave","NY","40.641319,-73.948897"
"7-ELEVEN #33684","ANY132741","6721 Fresh Pond Rd","NY","40.705447,-73.89612"
"WALGREENS #19158","ANY231972","1419 Newkirk Ave","NY","40.635572,-73.963444"
"DUANE READE #14187","ANY205496","6002 Roosevelt Ave","NY","40.745296,-73.904236"
"WALGREENS #11807","ANY200215","5001 Church Ave","NY","40.651836,-73.930215"
"CFSC - CHECKS CASHED #31","ANY147459","160 Broad St","NY","40.62442,-74.08018"
"RITE AID #10601","ANY130024","6026 Woodside Ave","NY","40.744687,-73.903707"
